pl_name,pl_orbper,pl_insol,pl_eqt,pl_rade,pl_bmasse,pl_orbeccen,st_teff,st_met,is_habitable,esi_score,hz_flux_ratio,in_habitable_zone,density_proxy,temp_delta_earth,stellar_class,star_G,star_Hot,star_K,star_M,esi_computed
Kepler-323 c,3.5538229,700.0,1431.0,1.57,6.8,0.095,6004.0,-0.14,0,0.27515827,700.0,0,1.7571545259778498,1176.0,F,False,False,False,False,0.2097
TOI-7510 b,11.530869,1678.5119,878.0,7.31,18.1,0.0572,5720.0,0.25,0,,1678.5119,0,0.046336843286064446,623.0,G,True,False,False,False,0.2091
HATS-17 b,16.254611,72.7,814.0,8.709393,425.25654,0.029,5846.0,0.3,0,0.11209284,72.7,0,0.6437056742383115,559.0,G,True,False,False,False,0.1867
K2-90 c,2.900706,80.8,908.07,1.3,2.24,0.19,4421.98,-0.225,0,0.30238239,80.8,0,1.019572143832499,653.07,K,False,False,True,False,0.3738
TIC 260969020 b,8.48584501953,673.4183800000001,911.834,2.22686612,5.59,0.0304,4572.94,-0.02898,0,,673.4183800000001,0,0.5062085593477499,656.834,K,False,False,True,False,0.2744
Kepler-867 b,150.242127,2.72,327.0,4.64,19.4,0.0,5541.0,-0.02,0,0.35804827,2.72,0,0.19419935729222193,72.0,G,True,False,False,False,0.5849
Kepler-315 c,265.469335,1.722,291.0,4.15,16.1,0.0,5796.0,-0.27,0,0.53688774,1.722,0,0.22525870647636267,36.0,G,True,False,False,False,0.6484
Kepler-768 b,11.3910025,40.589,618.0,1.79,3.86,0.0,5108.0,-0.03,0,0.29770928,40.589,0,0.6730203742097894,363.0,K,False,False,True,False,0.4535
K2-251 b,9.30075,9.4444,437.0,2.35,6.12,0.0221999999999999,3717.0,-0.04,0,0.36096065,9.4444,0,0.47157180971461043,182.0,M,False,False,False,True,0.5657
KELT-6 c,1276.0,0.5448,241.9,13.0,1179.1493,0.21,6272.0,-0.27,0,0.37467154,0.5448,1,0.5367088302230314,13.099999999999994,F,False,False,False,False,0.3493
TOI-5803 b,5.38305,73.722,678.87,3.2732,10.7,0.0192,5134.0,0.0205999999999999,0,,73.722,0,0.30511682053942485,423.87,K,False,False,True,False,0.3536
Kepler-626 b,14.48585199,69.795,784.0,2.29,5.86,0.0,5813.0,0.01,0,0.2595028,69.795,0,0.48796780478356677,529.0,G,True,False,False,False,0.361
Kepler-94 b,2.50806,216.094,997.0,3.51,10.84,0.0,4781.0,0.34,0,0.19566983,216.094,0,0.250673215990056,742.0,K,False,False,True,False,0.2603
MOA-2007-BLG-192L b,13.0903761428,238.27564,702.24,3.58,12.49,0.04,5255.4,0.0319999999999999,0,,238.27564,0,0.27221581845467197,447.24,K,False,False,True,False,0.3061
Kepler-47 d,187.366,1.7171,314.44,7.04,19.02,0.024,5636.0,-0.25,0,0.45209365,1.7171,0,0.05451205258616642,59.44,G,True,False,False,False,0.5968
Kepler-325 d,38.715185,12.083,498.0,2.79,8.2,0.0,5752.0,0.02,0,0.31863254,12.083,0,0.3775732712013492,243.0,G,True,False,False,False,0.5002
Kepler-298 b,10.475464,24.707,540.0,1.96,4.5,0.0,4465.0,-0.21,0,0.30138756,24.707,0,0.5976463888345843,285.0,K,False,False,True,False,0.4949
TOI-2136 b,7.851928,4.0,395.0,2.19,6.37,0.0,3342.0,0.03,0,0.50063357,4.0,0,0.6064668791490498,140.0,M,False,False,False,True,0.6302
TIC 279401253 c,155.3,3.5788,384.31,12.6,2548.98382414,0.254,5951.0,0.2,0,,3.5788,0,1.274252352627706,129.31,G,True,False,False,False,0.2628
HD 11506 d,26500.0,0.0066,77.07,12.3,4068.2036096,0.29,6123.0,0.3,0,0.085580254,0.0066,0,2.1861871963982376,177.93,F,False,False,False,False,0.1238
Kepler-282 c,13.638723,116.117,717.0,1.2,1.87,0.0,5602.0,-0.2,0,0.30228015,116.117,0,1.082175925925926,462.0,G,True,False,False,False,0.419
Kepler-811 b,23.58447697,78.59,730.0,2.7,7.75,0.0,5747.0,0.05,0,0.23685236,78.59,0,0.3937407915460041,475.0,G,True,False,False,False,0.3559
Kepler-1493 b,15.0217983,137.91,874.0,1.41,2.57,0.0,5863.0,0.06,0,0.29379782,137.91,0,0.9168024925612358,619.0,G,True,False,False,False,0.3583
HAT-P-6 b,3.85298,1099.44,1675.0,16.58932,419.5356,0.0,6570.0,-0.13,0,0.055948402,1099.44,0,0.09189313444553114,1420.0,F,False,False,False,False,0.0931
Kepler-1118 b,38.6715075,20.011,502.0,2.74,7.95,0.0,5688.0,0.0,0,0.28040359,20.011,0,0.3864696912481483,247.0,G,True,False,False,False,0.4802
TRAPPIST-1 g,12.352446,0.252,197.3,1.129,1.321,0.00208,2566.0,0.052,1,0.57556168,0.252,1,0.9179541547553225,57.69999999999999,M,False,False,False,True,0.8178
WASP-185 b,9.38755,662.3252,1160.0,14.01125,311.4734,0.24,5900.0,-0.02,0,0.067506108,662.3252,0,0.11323751157854581,905.0,G,True,False,False,False,0.1275
Kepler-982 b,15.7738221,185.203,955.0,2.25,5.69,0.0,6139.0,0.05,0,0.2489836,185.203,0,0.49953360768175586,700.0,F,False,False,False,False,0.2989
TOI-4336 A c,7.587266,4.24,399.5,1.251,1.55,0.0,3307.0,0.14,0,,4.24,0,0.7916984033656387,144.5,M,False,False,False,True,0.7392
TOI-1752 c,32.71443,1.6973,291.0,2.29,5.86,0.006,3762.0,-0.11,0,,1.6973,0,0.48796780478356677,36.0,M,False,False,False,True,0.7582
K2-247 c,6.49424,34.7304,688.0,2.19,5.43,0.034,4667.0,-0.08,0,0.28249035,34.7304,0,0.5169725516137113,433.0,K,False,False,True,False,0.4151
Kepler-1841 b,25.88599968,20.35,542.0,1.48912557,2.82,0.0,5190.0,0.12,0,0.34387946,20.35,0,0.8539946406597848,287.0,K,False,False,True,False,0.5342
TOI-5261 b,4.1509768,159.592,1244.0,11.60129502,3651.84839643,0.1585,5790.0,0.254,0,,159.592,0,2.3388013014185427,989.0,G,True,False,False,False,0.1008
K2-322 b,8.205,25.9048,635.0,1.92,4.35,0.0156,4141.0,-0.0276,0,0.30874055,25.9048,0,0.6145901150173612,380.0,K,False,False,True,False,0.4574
Kepler-1917 b,12.90240002,48.99,675.0,1.88971288,4.23,0.0,5530.0,-0.22,0,0.28760351,48.99,0,0.6268345094217335,420.0,G,True,False,False,False,0.4214
K2-293 b,13.1225,71.37974,750.0,2.45,6.57,0.0,5532.0,0.218,0,0.25504774,71.37974,0,0.4467526285816283,495.0,G,True,False,False,False,0.3627
HD 141004 b,15.5083,144.73,950.73,3.77,13.63483866,0.16,5885.38,0.0247,0,0.19069082,144.73,0,0.25446376739269233,695.73,G,True,False,False,False,0.268
HATS-44 b,2.7439004,306.417,1161.0,11.960003,177.9848,0.279,5080.0,0.32,0,0.077371249,306.417,0,0.10403729434112526,906.0,K,False,False,True,False,0.1487
Kepler-168 c,13.193242,169.002,862.0,2.69,7.7,0.0,6282.0,0.09,0,0.22972597,169.002,0,0.39557959834697054,607.0,F,False,False,False,False,0.3049
TOI-1450 A c,5.0688,9.94186,533.0,1.13,1.527,0.0412,3437.0,-0.12,0,,9.94186,0,1.0582875977980413,278.0,M,False,False,False,True,0.6109
HD 160691 b,645.0,0.8439,262.13,12.9,1366.6621501,0.0505,5773.0,0.28,0,0.2905718,0.8439,1,0.6366372353424272,7.1299999999999955,G,True,False,False,False,0.3538
Kepler-701 b,10.35533177,75.623,777.0,2.84,8.45,0.0,5343.0,0.0,0,0.23501853,75.623,0,0.36889408260712864,522.0,G,True,False,False,False,0.3411
Kepler-1515 b,214.3114164,6.017,380.0,9.55,66.2,0.0,6511.0,0.07,0,0.23092261,6.017,0,0.07600599953701782,125.0,F,False,False,False,False,0.4232
TOI-5616 b,2.002849,137.0,939.0,10.78,624.0,0.0,3996.0,0.14,0,,137.0,0,0.49811349412509304,684.0,K,False,False,True,False,0.153
Kepler-1723 b,39.75289917,24.54,568.0,2.88046569,8.65,0.0,6072.0,-0.3,0,0.27056185,24.54,0,0.3619328375372034,313.0,F,False,False,False,False,0.4393
Kepler-990 c,0.538354308,5272.4,2386.0,1.53,2.96,0.0,5948.0,0.01,0,0.27804086,5272.4,0,0.8264515882249635,2131.0,G,True,False,False,False,0.1403
KMT-2021-BLG-1105L b,875.5701730940002,199.29266,642.4100000000001,13.6,413.1769291,0.184,5212.6,0.15,0,,199.29266,0,0.16425527979817578,387.4100000000001,K,False,False,True,False,0.1885
TOI-4504 c,82.97213,0.2639,182.8,11.09689089,1197.32317485,0.032,5315.0,0.16,0,,0.2639,1,0.8762084578371281,72.19999999999999,G,True,False,False,False,0.3019
Kepler-386 c,25.193458,16.657,513.0,1.58,3.12,0.0,5178.0,0.07,0,0.35384009,16.657,0,0.7910124756865075,258.0,K,False,False,True,False,0.5505
omi UMa b,1569.81,8.4795,473.88,13.0,1160.39151396,0.149,5075.0,-0.16,0,0.16945992,8.4795,0,0.528170921238052,218.88,K,False,False,True,False,0.2493
KMT-2017-BLG-1146L b,367.3788250532,323.79612000000003,848.0,14.0,230.0,0.054,5605.2,0.086,0,,323.79612000000003,0,0.08381924198250729,593.0,G,True,False,False,False,0.1686
Kepler-1993 b,26.6565737,157.45,903.0,4.15,16.1,0.0,5159.0,-0.04,0,,157.45,0,0.22525870647636267,648.0,K,False,False,True,False,0.2666
Kepler-207 b,1.611865,4097.318,1930.0,1.57,3.09,0.0,5920.0,0.29,0,0.27607772,4097.318,0,0.7984716890105229,1675.0,G,True,False,False,False,0.163
Kepler-795 b,29.6193421,28.9,580.0,1.68,3.46,0.0,5631.0,-0.02,0,0.31631909,28.9,0,0.7297065651657489,325.0,G,True,False,False,False,0.4888
Kepler-163 b,7.810937,115.612,906.0,1.05,1.16,0.0,5776.0,0.1412,0,0.30437146,115.612,0,1.0020516142965121,651.0,G,True,False,False,False,0.3863
HD 149026 b,2.87589,1095.91,1626.0,8.29466,120.7754,0.0,6179.0,0.32,0,0.10182013,1095.91,0,0.211632673268496,1371.0,F,False,False,False,False,0.1173
GJ 9689 b,18.27,4.8635,453.04,3.07,9.65,0.29,3836.0,0.05,0,0.40446908,4.8635,0,0.3335125545703438,198.04000000000002,M,False,False,False,True,0.547
GJ 179 b,2288.0,0.0028,64.53,13.8,301.93698665,0.21,3370.0,0.3,0,0.06770098,0.0028,0,0.11488916081827284,190.47,M,False,False,False,True,0.1467
Kepler-1987 c,3.64830183,129.44,860.0,1.33,2.33,0.0,4769.0,0.12,0,,129.44,0,0.9903780311199728,605.0,K,False,False,True,False,0.3678
HATS-42 b,2.292102,1637.2058,1856.0,15.6926,597.5204,0.229,6060.0,0.22,0,0.058523431,1637.2058,0,0.15462083797951479,1601.0,F,False,False,False,False,0.0807
Kepler-169 d,8.348125,55.53,702.0,1.25,2.1,0.0,4997.0,0.17,0,0.31270249,55.53,0,1.0752000000000002,447.0,K,False,False,True,False,0.4464
EPIC 201497682 b,2.13174,110.46039999999998,822.4,0.692,0.26,0.0,4991.0,-0.0892,0,0.28872758,110.46039999999998,0,0.7846122142249182,567.4,K,False,False,True,False,0.3619
Kepler-875 b,27.5073799,41.431,569.0,2.9,8.75,0.0,5958.0,0.03,0,0.24173735,41.431,0,0.35876829718315634,314.0,G,True,False,False,False,0.4189
Kepler-653 c,0.900376476,3743.275,2078.0,0.78,0.399,0.0,5665.0,0.23,0,0.28813572,3743.275,0,0.8407930005563141,1823.0,G,True,False,False,False,0.1616
Kepler-191 d,5.945041017,99.6,857.0,2.28,5.82,0.0,5215.0,-0.05,0,0.25330468,99.6,0,0.491041778036967,602.0,K,False,False,True,False,0.3339
Kepler-400 b,9.024389,183.39,939.0,1.65,3.36,0.0,5886.0,0.0844,0,0.27932089,183.39,0,0.7479756240086819,684.0,G,True,False,False,False,0.3247
EPIC 212297394 c,5.213965,105.1387,866.0,2.27,5.77,0.00324,5171.0,-0.03,0,0.25285518,105.1387,0,0.49328537721755067,611.0,K,False,False,True,False,0.3309
K2-59 c,11.2954,38.3,692.77,2.3,5.9,0.1399999999999999,5055.0,-0.0238,0,0.28733886,38.3,0,0.48491822141859137,437.77,K,False,False,True,False,0.4053
Kepler-1881 b,159.3939972,1.5,289.0,2.98104391,9.17,0.0,5135.0,0.12,0,0.60214293,1.5,1,0.34614990463394213,34.0,K,False,False,True,False,0.7157
TOI-329 b,5.70439,576.8749,1213.02,4.94057819,40.4,0.39,5614.0,0.205,0,,576.8749,0,0.3350024895755318,958.02,G,True,False,False,False,0.1767
Kepler-308 c,15.38231,58.679,714.0,2.16,5.31,0.0,5895.0,-0.04,0,0.2722423,58.679,0,0.5269061499771375,459.0,G,True,False,False,False,0.3904
TOI-5788 b,6.340758,175.1,910.0,1.528,3.72,0.061,5615.0,-0.32,0,,175.1,0,1.0427324214239901,655.0,G,True,False,False,False,0.3293
TrES-4 b,3.55395,2276.295,1778.0,18.04649,247.9074,0.0,6200.0,0.14,0,0.051556913,2276.295,0,0.04218045449900991,1523.0,F,False,False,False,False,0.0898
TOI-1753 b,5.3846104,237.996,1005.43,2.47852533,16.6,0.0,5621.0,0.026,0,,237.996,0,1.0902547891187275,750.43,G,True,False,False,False,0.2481
BD-08 2823 c,237.6,0.5117,233.85,12.5,104.0,0.19,4746.0,-0.07,0,0.35825352,0.5117,1,0.053248,21.150000000000006,K,False,False,True,False,0.478
BD-14 3065 b,4.2889731,646.761,2001.0,21.59,3932.0,0.066,6935.0,-0.34,0,,646.761,0,0.39071094936777906,1746.0,F,False,False,False,False,0.0634
HD 154857 c,3452.0,0.1601,154.88,13.2,819.97,0.06,5605.0,-0.2,0,0.20616496,0.1601,0,0.35651365584216826,100.12,G,True,False,False,False,0.2822
HD 152079 b,2918.92,0.073,147.84,13.2,845.74563,0.532,5907.0,0.29,0,0.14958487,0.073,0,0.3677206074171467,107.16,G,True,False,False,False,0.2586
TOI-833 b,1.0418777,270.0682,1118.0,1.27,2.15,0.009,3920.0,-0.065,0,0.29329731,270.0682,0,1.0496083984293951,863.0,K,False,False,True,False,0.3006
Kepler-348 c,17.265427,133.259,888.0,1.33,2.33,0.0,6177.0,-0.03,0,0.29545733,133.259,0,0.9903780311199728,633.0,F,False,False,False,False,0.3605
HD 179079 b,14.479,162.7656,997.61,12.226400000000002,4195.3349724,0.049,5646.0,0.24,0,0.14762069,162.7656,0,2.2954658815602293,742.61,G,True,False,False,False,0.1117
Kepler-592 b,2.820192408,935.827,1367.0,2.39,6.3,0.0,5913.0,-0.03,0,0.23721202,935.827,0,0.46147358477588385,1112.0,G,True,False,False,False,0.2077
Kepler-139 f,355.0,2.36954,307.564,6.67,36.0,0.1568,5630.0,0.35,0,,2.36954,0,0.12131793209823884,52.56400000000002,G,True,False,False,False,0.5454
TOI-904 c,83.9997,0.5449,217.26,2.167,5.34,0.097,3770.2,0.022,0,,0.5449,1,0.5247645911866466,37.74000000000001,M,False,False,False,True,0.7569
Kepler-1542 d,5.99273738,297.806,1010.0,0.87,0.59,0.0,5564.0,0.06,0,0.29608773,297.806,0,0.8959716204785704,755.0,G,True,False,False,False,0.3237
Kepler-222 b,3.936981,206.769,1004.0,3.16,10.1,0.0,5433.0,0.33,0,0.20946946,206.769,0,0.3200811700494281,749.0,G,True,False,False,False,0.2641
Qatar-10 b,1.645321,1816.48,1955.0,17.295487,233.92288,0.0,6124.0,0.016,0,0.053507828,1816.48,0,0.04521414435567765,1700.0,F,False,False,False,False,0.0873
Kepler-1213 b,5.34982412,595.424,1156.0,1.19,1.81,0.0,6050.0,0.13,0,0.29256553,595.424,0,1.074082623657471,901.0,F,False,False,False,False,0.28
KMT-2021-BLG-2609L b,43.52433526,126.17844,770.966,3.17,10.17050902,0.032,5267.6,0.044,0,,126.17844,0,0.31927499197693,515.966,K,False,False,True,False,0.3183
Kepler-29 c,13.28613,34.4,715.0,2.34,4.5,0.0,5378.0,-0.44,0,0.26789388,34.4,0,0.3512084379934479,460.0,G,True,False,False,False,0.4146
HD 86226 b,1628.0,0.1583,176.0,14.3,143.0235,0.059,5863.0,0.018,0,0.19885461,0.1583,0,0.04891018317102722,79.0,G,True,False,False,False,0.3747
Kepler-554 b,1.902208556,877.945,1346.0,4.29,17.0,0.0,5447.0,0.14,0,0.16855443,877.945,0,0.21531636769545712,1091.0,G,True,False,False,False,0.1807
Kepler-506 b,6.8834055,330.547,1080.0,2.73,7.9,0.0,6236.0,0.09,0,0.22402015,330.547,0,0.38827475127438904,825.0,F,False,False,False,False,0.2525
Kepler-1823 b,21.10339928,78.0,718.0,2.0861268,5.0,0.0,6000.0,0.06,0,0.26630508,78.0,0,0.5507416192785686,463.0,F,False,False,False,False,0.383
Kepler-237 c,8.103636,60.642,687.0,2.08,4.98,0.0,4861.0,0.22,0,0.2702686,60.642,0,0.5534002332726445,432.0,K,False,False,True,False,0.4008
Kepler-208 e,16.259458,106.345,880.0,1.48,2.79,0.0,6092.0,-0.0423,0,0.29155478,106.345,0,0.8606351055218843,625.0,F,False,False,False,False,0.3615
HAT-P-5 b,2.78849,850.6754,1517.0,13.56289,311.4734,0.0,5960.0,0.24,0,0.067287536,850.6754,0,0.12484301404346071,1262.0,G,True,False,False,False,0.1067
Kepler-254 c,12.412183,67.225,787.0,2.15,3.2,0.0,5957.0,-0.13,0,0.2663421,67.225,0,0.3219842278038412,532.0,G,True,False,False,False,0.3874
Kepler-1287 b,11.47685909,78.156,796.0,1.54,2.99,0.0,5715.0,-0.05,0,0.29333852,78.156,0,0.8186702823235122,541.0,G,True,False,False,False,0.3887
WASP-183 b,4.1117771,268.7176,1111.0,16.47723,159.55066,0.0134,5313.0,-0.31,0,0.059135417,268.7176,0,0.03566530918526626,856.0,G,True,False,False,False,0.1532
Kepler-337 c,9.693201,376.21,1017.0,2.05,4.86,0.0,5684.0,0.07,0,0.25590197,376.21,0,0.5641241421337475,762.0,G,True,False,False,False,0.2773
Kepler-1506 b,14.0329154,235.807,783.0,1.32,2.3,0.0,5676.0,-0.05,0,0.29322688,235.807,0,1.0000139132370536,528.0,G,True,False,False,False,0.3675
K2-394 b,5.095717,28.5068,643.0,1.692,3.51,0.0848,4938.0,-0.388,0,0.28988018,28.5068,0,0.7246128649863853,388.0,K,False,False,True,False,0.4641
TOI-3457 b,32.600268,17.4858,824.2,10.64,797.74930157,0.59,6300.0,0.28,0,,17.4858,0,0.6622798606962764,569.2,F,False,False,False,False,0.19
Kepler-1830 b,56.49330139,35.8,681.0,3.32992941,11.1,0.0,6160.0,0.24,0,0.22705738,35.8,0,0.3006200186044517,426.0,F,False,False,False,False,0.3738
7 CMa b,735.1,3.7372,387.33,13.4,587.9855,0.06,4826.0,0.21,0,0.26607224,3.7372,0,0.24437243776661355,132.32999999999998,K,False,False,True,False,0.317
Kepler-1390 b,6.48021673,171.133,934.0,1.18,1.76,0.0,5753.0,-0.01,0,0.29829255,171.133,0,1.0711903359155515,679.0,G,True,False,False,False,0.3535
Kepler-913 b,10.29672521,58.9,1129.0,2.06,4.9,0.0,4687.0,-0.52,0,0.27702545,58.9,0,0.5605242663538103,874.0,K,False,False,True,False,0.3071
Kepler-350 d,26.136,83.237,782.0,2.8,14.9,0.0,6492.3,0.041,0,0.23247312,83.237,0,0.678753644314869,527.0,F,False,False,False,False,0.3145
K2-19 c,11.906,51.0,679.0,4.1,11.0,0.1,5322.0,0.06,0,0.19439096,51.0,0,0.15960302375183186,424.0,G,True,False,False,False,0.3593
TOI-3160 A b,3.971281,933.0,1539.0,13.7646283,378.21580433,0.18,6190.0,-0.114,0,,933.0,0,0.14502611327207085,1284.0,F,False,False,False,False,0.1021
HD 176986 d,61.376,4.09,363.0,2.49,6.76,0.01632,4931.0,0.03,0,,4.09,0,0.43787349200029085,108.0,K,False,False,True,False,0.6433
HAT-P-45 b,3.128992,1052.239,1652.0,15.984,283.492,0.049,6330.0,0.07,0,0.057894717,1052.239,0,0.06941996576933065,1397.0,F,False,False,False,False,0.0996
TOI-622 b,6.402513,602.0,1388.0,9.2362001,96.30200732,0.42,6400.0,0.09,0,,602.0,0,0.12222367559014205,1133.0,F,False,False,False,False,0.1393
KELT-19 A b,4.6117093,2340.0,1935.0,21.40919,1293.5681,0.0593999999999999,7500.0,-0.12,0,0.044025356,2340.0,0,0.13182220987008986,1680.0,Hot,False,True,False,False,0.0672
HATS-59 c,1422.0,0.159,175.9,12.3,4036.441,0.083,5670.0,0.18,0,0.20945949,0.159,0,2.169118480794167,79.1,G,True,False,False,False,0.2413
Kepler-1333 b,109.6471842,3.298,428.0,2.81,8.3,0.0,5628.0,-0.04,0,0.48950858,3.298,0,0.3740753859252378,173.0,G,True,False,False,False,0.5901
Kepler-1605 b,85.7565495,16.734,528.0,1.08,1.28,0.0,5280.0,-0.01,0,0.36861055,16.734,0,1.0161052685058172,273.0,K,False,False,True,False,0.5972
Kepler-1913 b,14.1960001,105.7,818.0,1.51852059,2.92,0.0,6214.0,0.07,0,0.30089161,105.7,0,0.8339131003660415,563.0,F,False,False,False,False,0.3742
Kepler-1465 b,31.8277111,6.246,668.0,1.77,3.78,0.0,4726.0,-0.06,0,0.45992485,6.246,0,0.6816665774008053,413.0,K,False,False,True,False,0.5102
Kepler-16 b,228.776,0.2517,205.9,8.4493,105.833,0.0069,4450.0,-0.3,0,0.30035904,0.2517,1,0.17545223944114846,49.099999999999994,K,False,False,True,False,0.4453
55 Cnc f,260.58,0.9879,277.07,7.59,44.812,0.063,5198.0,0.39,0,0.45697611,0.9879,1,0.1024870516728659,22.069999999999993,K,False,False,True,False,0.5722
K2-21 b,9.325038,10.0,500.0,1.84,4.04,0.1,4222.06,-0.11,0,0.34028299,10.0,0,0.648526752691707,245.0,K,False,False,True,False,0.5615
Kepler-1918 b,47.0564003,14.43,497.0,2.29763023,5.89,0.0,5889.0,-0.16,0,0.38805947,14.43,0,0.4855957587503143,242.0,G,True,False,False,False,0.5183
Kepler-577 b,25.69578251,5.688,314.0,2.55,7.04,0.0,4984.0,-0.14,0,0.30718476,5.688,0,0.42457275105351644,59.0,K,False,False,True,False,0.6616
Kepler-1120 b,2.949029052,206.874,1027.0,1.38,2.48,0.0,4904.0,-0.04,0,0.29130767,206.874,0,0.9436575558051684,772.0,K,False,False,True,False,0.3175
LP 791-18 c,4.98991,2.637,324.4,2.488,7.16,0.0001,2960.0,-0.09,0,0.60287395,2.637,0,0.46490251354785145,69.39999999999998,M,False,False,False,True,0.6888
KMT-2019-BLG-1715L b,133.876785569,181.8362,775.52,13.2,813.64072192,0.022,5189.8,-0.0334,0,,181.8362,0,0.3537617575201047,520.52,K,False,False,True,False,0.1576
Kepler-953 b,88.40655258,5.84,410.0,4.21,16.5,0.0,5416.0,0.26,0,0.3594443,5.84,0,0.22112490366157514,155.0,G,True,False,False,False,0.5181
Kepler-149 b,29.198943,23.64,540.0,4.21,16.5,0.0,5381.0,0.3805,0,0.21999789,23.64,0,0.22112490366157514,285.0,G,True,False,False,False,0.4079
HD 124330 b,270.66,2.9422,348.79,14.0,238.37130525,0.34,5873.0,0.22,0,0.28676551,2.9422,0,0.08687000920189504,93.79000000000002,G,True,False,False,False,0.3789
KELT-23 A b,2.255251,991.183,1561.0,14.829507,298.12454,0.0,5899.0,-0.105,0,0.06211291,991.183,0,0.09141502581110333,1306.0,G,True,False,False,False,0.1034
Kepler-871 b,22.0459018,79.722,640.0,3.74,13.5,0.0,5993.0,0.09,0,0.19775023,79.722,0,0.25805897140676004,385.0,G,True,False,False,False,0.349
WASP-89 b,3.3564227,278.8533,1120.0,11.65736,1875.197,0.193,5130.0,0.15,0,0.079856843,278.8533,0,1.1837126100204645,865.0,K,False,False,True,False,0.1116
Kepler-385 c,15.163161,83.155,829.0,3.04,13.2,0.0,6326.0,0.01,0,0.22235581,83.155,0,0.4698434538562472,574.0,F,False,False,False,False,0.3082
Kepler-942 b,44.96417488,4.957,379.0,2.13,5.18,0.0,4861.0,0.09,0,0.46658282,4.957,0,0.5360322869424294,124.0,K,False,False,True,False,0.6476
WASP-55 b,4.465631,504.0,1342.0,14.72860064,186.2474465,0.0,6096.0,-0.03,0,0.063021425,504.0,0,0.05829158540317158,1087.0,F,False,False,False,False,0.1281
Kepler-1966 b,8.617429733,68.28,733.0,1.10479327,1.39,0.0,5009.0,0.16,0,0.32163403,68.28,0,1.0307936635519155,478.0,K,False,False,True,False,0.4462
Kepler-212 c,31.805174,54.662,664.0,2.74,7.95,0.0,5852.0,0.22,0,0.24260005,54.662,0,0.3864696912481483,409.0,G,True,False,False,False,0.3843
K2-285 e,14.76289,10.5,500.9,1.95,10.7,0.0,4975.0,0.0,0,0.3627802,10.5,0,1.4430452300274785,245.89999999999998,K,False,False,True,False,0.4974
K2-91 b,1.419549,46.0,726.81,1.1,1.37,0.09,3622.0,0.068,0,0.31787357,46.0,0,1.0293012772351613,471.80999999999995,M,False,False,False,True,0.4644
K2-329 b,12.4551225,45.7,650.0,8.675766,82.6358,0.0697,5282.0,0.098,0,0.12080642,45.7,0,0.1265449289552211,395.0,K,False,False,True,False,0.2724
Kepler-819 b,33.1995648,9.913,485.0,2.76,8.05,0.0,5279.0,-0.06,0,0.32300242,9.913,0,0.3828852481971576,230.0,K,False,False,True,False,0.516
TOI-2345 b,1.0528573,791.0,1478.0,1.504,3.49,0.029,4687.0,-0.1,0,,791.0,0,1.0258454066656715,1223.0,K,False,False,True,False,0.2196
DMPP-1 e,5.516,492.4756,1314.0,1.86,4.13,0.07,6196.0,0.0038,0,0.26430805,492.4756,0,0.6418170041411959,1059.0,F,False,False,False,False,0.2389
KMT-2020-BLG-0414L b,22.2456149306,150.92059999999998,747.4,1.2,1.87,0.0,5032.6,-0.08,0,,150.92059999999998,0,1.082175925925926,492.4,K,False,False,True,False,0.4007
HD 11505 b,32669.22247,0.0035,67.46,12.6,2510.52658689,0.144,5757.15,-0.2203,0,0.074545902,0.0035,0,1.255027348303519,187.54000000000002,G,True,False,False,False,0.1159
75 Cet c,2051.62,3.3569,376.92,13.9,289.85950718,0.023,4809.0,0.1,0,,3.3569,0,0.10793024147505657,121.92000000000002,K,False,False,True,False,0.3545
